OBJECTID,UNITID,AGENCY,FIRENAME,FIRENUM,STARTDATE,PERIMDATE,ACRES,YEAR,CAUSE,SHAPEAREA,SHAPELEN
460,WANES,WA DNR - NE Region,Egypt Loop 2,435,2015-06-15T00:00:00.000Z,2015-06-22T00:00:00.000Z,209.70229117,2015,Undetermined,9134595.2648235,13143.1053692641
461,WAMCR,Mid Columbia NWR,Saddle Lakes,283,2015-06-28T00:00:00.000Z,2015-06-29T00:00:00.000Z,14449.33042069,2015,Lightning,629410315.476568,103091.823336255
462,WASES,WA DNR - SE Region,Sleepy Hollow,282,2015-06-28T00:00:00.000Z,2015-07-02T00:00:00.000Z,2953.61247596,2015,Undetermined,128658844.815722,88095.7740176803
463,WAWFS,WA Fire Service,Junction,603,2015-07-05T00:00:00.000Z,2015-07-06T00:00:00.000Z,981.15973324,2015,Undetermined,42739147.022976,35392.4934286192
464,WASES,WA DNR - SE Region,Davies Pass,341,2015-07-02T00:00:00.000Z,2015-07-06T00:00:00.000Z,1300.21261557,2015,Undetermined,56637034.98536,37810.9950554499
465,WASPD,Spokane BLM,Beezley Hill,363,2015-07-05T00:00:00.000Z,2015-07-08T00:00:00.000Z,1715.42564228,2015,Undetermined,74723642.0822195,43344.9620741516
466,WASPD,Spokane BLM,Willow Springs,364,2015-07-05T00:00:00.000Z,2015-07-08T00:00:00.000Z,486.06882163,2015,Undetermined,21173073.1775715,27731.8982231491
467,WACOA,Colville Agency,Twenty-One Mile Grade,098,2015-07-01T00:00:00.000Z,2015-07-08T00:00:00.000Z,2252.2362802,2015,Human,98107019.93612,56285.6399357705
468,WANES,WA DNR - NE Region,231,621,2015-07-03T00:00:00.000Z,2015-07-09T00:00:00.000Z,970.70649398,2015,Human,42283805.7419565,37589.1333217329
469,WANES,WA DNR - NE Region,Little Spokane,659,2015-07-11T00:00:00.000Z,2015-07-09T00:00:00.000Z,167.81192034,2015,Undetermined,7309858.0104945,13949.5577296663
470,WAGPF,Gifford Pinchot NF,Horseshoe,295,2015-07-03T00:00:00.000Z,2015-07-12T00:00:00.000Z,340.18107918,2015,Lightning,14818228.5360225,17828.5857487882
471,WAGPF,Gifford Pinchot NF,Riley,351,2015-07-09T00:00:00.000Z,2015-07-13T00:00:00.000Z,65.1330744,2015,Lightning,2837185.3719025,10515.5778950934
472,WAOWF,Okan-Wen NF,Wildhorse,498,2015-07-20T00:00:00.000Z,2015-07-21T00:00:00.000Z,163.43600672,2015,Lightning,7119243.975562,17356.4096085143
473,WAPCS,WA DNR - PC Region,Colvin Creek,165,2015-07-19T00:00:00.000Z,2015-07-22T00:00:00.000Z,110.63053868,2015,Human,4819046.988531,12307.9306724527
474,WASES,WA DNR - SE Region,Blue Creek,653,2015-07-20T00:00:00.000Z,2015-07-30T00:00:00.000Z,5992.50549703,2015,Undetermined,261032495.317603,132750.092181077
475,WACOF,Colville NF,North Boulder 2,867,2015-07-20T00:00:00.000Z,2015-07-31T00:00:00.000Z,232.57869168,2015,Lightning,10131087.2850415,18566.0356276118
476,WAOWF,Okan-Wen NF,Buck Creek,295,2016-07-22T00:00:00.000Z,2016-08-29T00:00:00.000Z,3207.42894521,2016,Lightning,139715045.991601,66767.4802530666
477,WAOWF,Okan-Wen NF,Saul,437,2016-08-21T00:00:00.000Z,2016-08-29T00:00:00.000Z,463.72948718,2016,Undetermined,20199975.6613365,19749.3160892764
478,WAPCS,WA DNR - PC Region,Gish,232,2015-08-09T00:00:00.000Z,2015-08-10T00:00:00.000Z,101.43773091,2015,Undetermined,4418609.8839945,10156.9372390986
479,WANES,WA DNR - NE Region,9 Mile,001147,2015-08-13T00:00:00.000Z,2015-08-16T00:00:00.000Z,4720.39583362,2015,Undetermined,205619620.031732,88038.0160005765
480,WACOF,Colville NF,Baldy,001003,2015-08-01T00:00:00.000Z,2015-08-17T00:00:00.000Z,515.18595033,2015,Undetermined,22441410.230624,35348.664616024
497,WAOWF,Okan-Wen NF,Wolverine,287,2015-06-29T00:00:00.000Z,2015-09-13T00:00:00.000Z,65549.74496403,2015,Lightning,2855335469.25695,1414734.39884149
498,WANES,WA DNR - NE Region,Carpenter Road,001235,2015-08-14T00:00:00.000Z,2015-09-12T00:00:00.000Z,64043.29159494,2015,Lightning,2789714622.98371,490287.743364112
499,WASPD,Spokane BLM,Reach,651,2015-08-14T00:00:00.000Z,2015-09-13T00:00:00.000Z,89093.40391715,2015,Undetermined,3880893151.01168,1075595.86827506
481,WANES,WA DNR - NE Region,Roy,001222,2015-08-14T00:00:00.000Z,2015-08-20T00:00:00.000Z,120.26315236,2015,Undetermined,5238641.962024,14944.3361380554
482,WANCP,North Cascades NP,Rocky Beaver,046,2015-08-10T00:00:00.000Z,2015-08-23T00:00:00.000Z,140.98689395,2015,Lightning,6141364.534781,9897.94133837197
483,WANCP,North Cascades NP,Snowfield,051,2015-08-10T00:00:00.000Z,2015-08-27T00:00:00.000Z,184.05096826,2015,Undetermined,8017228.1082505,23389.0984949234
484,WANCP,North Cascades NP,Goodell,039,2015-08-10T00:00:00.000Z,2015-08-28T00:00:00.000Z,7118.08907997,2015,Lightning,310062720.068959,167632.660991987
485,WANCP,North Cascades NP,Cat Island,048,2015-08-10T00:00:00.000Z,2015-08-28T00:00:00.000Z,147.83188245,2015,Lightning,6439531.0411735,11249.8286121105
486,WAOLP,Olympic NP,Paradise,005,2015-06-15T00:00:00.000Z,2015-09-26T00:00:00.000Z,2798.07884583,2015,Lightning,121883826.987467,114994.918731565
487,WANES,WA DNR - NE Region,Gold Hill,001234,2015-08-31T00:00:00.000Z,2015-08-23T00:00:00.000Z,556.41682836,2015,Lightning,24237420.0931635,37365.1633298297
488,WANCP,North Cascades NP,Thursday Creek,040,2015-08-10T00:00:00.000Z,2015-08-27T00:00:00.000Z,566.29689074,2015,Lightning,24667793.888987,28672.2232704009
489,WANCP,North Cascades NP,No Name 15,045,2015-08-10T00:00:00.000Z,2015-08-27T00:00:00.000Z,344.15597123,2015,Lightning,14991374.1409145,26162.4047746691
490,WANES,WA DNR - NE Region,Twisp River,001351,2015-08-19T00:00:00.000Z,2015-08-29T00:00:00.000Z,11222.18847875,2015,Undetermined,488836574.782182,136775.868627619
491,WANES,WA DNR - NE Region,Marble Valley,001224,2015-08-14T00:00:00.000Z,2015-08-31T00:00:00.000Z,3082.02413743,2015,Undetermined,134252434.415135,69031.2225912687
492,WAOWF,Okan-Wen NF,Blankenship,443,2015-07-13T00:00:00.000Z,2015-09-02T00:00:00.000Z,212.37960162,2015,Undetermined,9251218.4417745,32540.6787950936
493,WACOF,Colville NF,Hall Mountain,001302,2015-08-17T00:00:00.000Z,2015-09-02T00:00:00.000Z,39.20676821,2015,Undetermined,1707839.992023,5842.27468759012
494,WANES,WA DNR - NE Region,Onata Creek,001310,2015-08-17T00:00:00.000Z,2015-09-02T00:00:00.000Z,546.71084557,2015,Lightning,23814629.174352,28220.472489932
495,WAOWF,Okan-Wen NF,First Creek,650,2015-08-14T00:00:00.000Z,2015-09-04T00:00:00.000Z,7491.3629481,2015,Lightning,326322464.725397,164367.026690079
496,WAYAA,BIA - Yakima,Cougar Creek,157,2015-08-10T00:00:00.000Z,2015-09-06T00:00:00.000Z,53513.97934638,2015,Lightning,2331059616.06203,465475.771419601
500,WAOWF,Okan-Wen NF,Meeks Table,784,2015-09-12T00:00:00.000Z,2015-09-17T00:00:00.000Z,1021.37580047,2015,Undetermined,44490951.903991,43134.8394170506
501,WASES,WA DNR - SE Region,Horsethief Butte,789,2015-09-14T00:00:00.000Z,2015-09-17T00:00:00.000Z,6383.44221761,2015,Undetermined,278061630.749121,113869.692627796
502,WAMCR,Mid Columbia NWR,Stateline,788,2015-09-13T00:00:00.000Z,2015-09-15T00:00:00.000Z,8007.52977668,2015,Undetermined,348806601.841466,99198.5468996309
503,WASPS,WA DNR - SPS Region,Sawmill Creek,177,2017-09-04T00:00:00.000Z,2017-09-18T00:00:00.000Z,1098.52468357,2017,Unknown,47851543.8096395,46444.5355939952
504,WAOWF,Okan-Wen NF,Uno Peak,458,2017-08-30T00:00:00.000Z,2017-09-20T00:00:00.000Z,8751.09812245,2017,Undetermined,381196309.424177,374062.423957677
505,WAOWF,Okan-Wen NF,Norse Peak,365,2017-08-11T00:00:00.000Z,2017-09-20T00:00:00.000Z,52062.07479758,2017,Lightning,2267814906.89577,740621.154723142
506,WAOWF,Okan-Wen NF,Diamond Creek,267,2017-07-23T00:00:00.000Z,2017-09-27T00:00:00.000Z,127785.83752256,2017,Unknown,5566328817.10068,1764408.65149201
507,WASPD,Spokane BLM,Jameson Lake,050417,2015-07-10T00:00:00.000Z,2015-07-12T00:00:00.000Z,6363.96527978,2015,Lightning,277213218.731076,113197.879184686
508,WASPD,Spokane BLM,South Sulphur Springs,050206,2015-06-12T00:00:00.000Z,2015-10-05T00:00:00.000Z,763.76924511,2015,Undetermined,33269655.238022,42286.2047489904
509,WASPD,Spokane BLM,Seven Springs,001085,2015-08-10T00:00:00.000Z,2015-08-10T00:00:00.000Z,542.16641593,2015,Undetermined,23616674.611004,29745.1417158469
510,WANES,WA DNR - NE Region,I-90 Sprague,001007,2015-08-01T00:00:00.000Z,2015-08-05T00:00:00.000Z,1692.24003466,2015,Undetermined,73713681.0541895,45251.8348933351
511,WAMCR,Mid Columbia NWR,Saddle Mountain,291,2015-06-29T00:00:00.000Z,2015-07-06T00:00:00.000Z,446.62559723,2015,Undetermined,19454933.195254,30710.9743194512
512,WAWFS,WA Fire Service,Monument,601,2015-06-30T00:00:00.000Z,2015-07-02T00:00:00.000Z,1954.18360665,2015,Undetermined,85123897.4092195,68756.5527102747
513,WABENN,Benton County FD,Les Blair,267,2015-06-27T00:00:00.000Z,2015-10-05T00:00:00.000Z,865.57726598,2015,Undetermined,37704394.8881815,61010.6046129015
514,WASPD,Spokane BLM,Berrian,271,2015-06-27T00:00:00.000Z,2015-10-05T00:00:00.000Z,876.77192871,2015,Undetermined,38192032.445881,55552.6567934213
515,WASPD,Spokane BLM,Outlaw Draw,050445,2015-07-15T00:00:00.000Z,2015-07-17T00:00:00.000Z,1980.53602216,2015,Undetermined,86271804.037198,90955.2608794982
516,WACOF,Colville NF,Tower,001120,2015-08-12T00:00:00.000Z,2015-10-15T00:00:00.000Z,24734.28966489,2015,Lightning,1077421348.10426,379556.055091897
517,WACOF,Colville NF,Grease Creek,001212,2015-08-14T00:00:00.000Z,2015-10-15T00:00:00.000Z,730.26467185,2015,Lightning,31810201.8646225,53501.7724666521
518,WACOF,Colville NF,South Fork Slate Trail - D5,001218,2015-08-18T00:00:00.000Z,2015-10-09T00:00:00.000Z,170.93119729,2015,Undetermined,7445733.1708845,14914.8612919201
519,WACOF,Colville NF,Stickpin,001111,2015-08-11T00:00:00.000Z,2015-09-22T00:00:00.000Z,53828.52793618,2015,Lightning,2344761297.82657,481587.304041941
520,WACOF,Colville NF,Renner,001202,2015-08-17T00:00:00.000Z,2015-09-22T00:00:00.000Z,13794.41134383,2015,Undetermined,600882154.601396,141001.268351287
521,WACOF,Colville NF,Graves Mountain,001196,2015-08-14T00:00:00.000Z,2015-09-22T00:00:00.000Z,8570.23286642,2015,Lightning,373317850.385557,132256.844418628
522,ORUMF,Umatilla NF,Bear Ridge,935,2015-08-13T00:00:00.000Z,2015-10-15T00:00:00.000Z,1943.18944025,2015,Lightning,84644993.436167,72186.5856002702
523,ORUMF,Umatilla NF,Butte Creek,945,2015-08-13T00:00:00.000Z,2015-10-15T00:00:00.000Z,78759.43333982,2015,Lightning,3430747193.25253,784027.962951807
524,ORUMF,Umatilla NF,Green Ridge,001027,2015-08-13T00:00:00.000Z,2015-10-15T00:00:00.000Z,2.91894784,2015,Lightning,127148.85929,1479.60323039758
525,ORUMF,Umatilla NF,West Butte,946,2015-08-13T00:00:00.000Z,2015-10-15T00:00:00.000Z,4.31466382,2015,Lightning,187946.0043985,1638.01698493212
526,WAOWF,Okan-Wen NF,Lime Belt,657,2015-08-14T00:00:00.000Z,2015-09-25T00:00:00.000Z,133821.38283772,2015,Lightning,5829236119.39637,1341616.44487875
527,WACOA,Colville Agency,North Star,157,2015-08-13T00:00:00.000Z,2015-09-26T00:00:00.000Z,218251.93500824,2015,Human,9507016260.77956,980277.147008199
528,WANES,WA DNR - NE Region,Tunk Block,001219,2015-08-14T00:00:00.000Z,2015-09-26T00:00:00.000Z,165923.95230543,2015,Lightning,7227618451.86413,1290391.31654644
529,WAOWF,Okan-Wen NF,Newby Lake,337,2015-07-02T00:00:00.000Z,2015-08-11T00:00:00.000Z,5158.25346378,2015,Lightning,224692622.108822,183073.214726059
530,WAOWF,Okan-Wen NF,Kelly Mountain,375,2014-07-16T00:00:00.000Z,2014-07-25T00:00:00.000Z,124.17705199,2014,Lightning,5409130.7479645,20626.489628153
531,WAOWF,Okan-Wen NF,Duncan,377,2014-07-16T00:00:00.000Z,2014-08-20T00:00:00.000Z,12697.04812733,2014,Lightning,553081204.095005,246702.342334353
532,WASES,WA DNR - SE Region,Snag Canyon,559,2014-08-02T00:00:00.000Z,2014-08-21T00:00:00.000Z,12595.053042,2014,Lightning,548638315.949722,239743.982282576
533,WASES,WA DNR - SE Region,Hansel Creek,549,2014-08-02T00:00:00.000Z,2014-08-19T00:00:00.000Z,1072.40231553,2014,Lightning,46713658.0091315,46122.2210795526
534,WASPS,WA DNR - SPS Region,Haven Lake,0050,2014-08-11T00:00:00.000Z,2014-08-17T00:00:00.000Z,167.74417815,2014,Human,7306907.1722905,15333.5493388214
535,WASES,WA DNR - SE Region,Wood Gulch,Unknown,2007-07-13T00:00:00.000Z,2007-07-16T00:00:00.000Z,7665.60427041,2007,Lightning,333912386.36536,117458.56472708
536,WACOF,Colville NF,Curve Ball,Unknown,2007-07-13T00:00:00.000Z,2007-07-19T00:00:00.000Z,108.7343823,2007,Lightning,4736450.7473325,13409.6568939721
537,WACOF,Colville NF,Windy Ridge,Unknown,2007-07-13T00:00:00.000Z,2007-07-19T00:00:00.000Z,217.65390093,2007,Lightning,9480966.000595,15474.5715904936
538,WANES,WA DNR - NE Region,Tripod (Tripod Complex),243,2006-07-24T00:00:00.000Z,2006-09-15T00:00:00.000Z,174602.85445785,2006,Unknown,7605669917.41295,1669778.44749257
539,WASES,WA DNR - SE Region,Elk Heights,570,2004-07-30T00:00:00.000Z,2004-08-02T00:00:00.000Z,353.51181446,2004,Arson,15398913.0420265,36591.8886077312
540,WAOWF,Okan-Wen NF,Isabel,637,2003-09-07T00:00:00.000Z,2006-11-02T00:00:00.000Z,4267.02004645,2003,Unknown,185870649.738382,79564.8872967402
541,WAOWF,Okan-Wen NF,Goose Lake,Unknown,2001-08-13T00:00:00.000Z,2006-11-02T00:00:00.000Z,1282.69201701,2001,Unknown,55873840.765054,37710.3003174001
542,WAOWF,Okan-Wen NF,Thirtymile,049,2001-07-23T00:00:00.000Z,2006-11-02T00:00:00.000Z,10344.78766472,2001,Unknown,450617148.201163,119582.928216985
543,WACOA,Colville Agency,Sandhills,180,2013-08-10T00:00:00.000Z,2013-08-11T00:00:00.000Z,115.85781347,2013,Lightning,5046746.1679,9996.47263347315
544,WAWFS,WA Fire Service,Colockum Tarps,402,2013-07-27T00:00:00.000Z,2013-08-13T00:00:00.000Z,81733.27016772,2013,Miscellaneous,3560287007.3149,338423.228411131
545,WAYAA,BIA - Yakima,Jojo,104,2013-08-11T00:00:00.000Z,2013-08-12T00:00:00.000Z,4242.96579207,2013,Unknown,184822850.608808,73923.9073969076
546,WASES,WA DNR - SE Region,Milepost 10,0940,2013-08-09T00:00:00.000Z,2013-08-14T00:00:00.000Z,5443.33991408,2013,Lightning,237110938.210737,102201.848792414
547,WASPD,Spokane BLM,Desmarais,50090,2013-06-07T00:00:00.000Z,2013-06-18T00:00:00.000Z,10132.92422362,2013,Missing/Undefined,441388413.622131,172958.901488681
548,WASPD,Spokane BLM,Dennis Command,198,2013-07-04T00:00:00.000Z,2013-07-06T00:00:00.000Z,332.86810106,2013,Miscellaneou,14499676.4834525,25959.9179232518
549,WAOWF,Okan-Wen NF,Eagle,616,2013-08-19T00:00:00.000Z,2013-08-27T00:00:00.000Z,1465.80703442,2013,Miscellaneous,63850299.0175145,43107.7406151961
550,WAWFS,WA Fire Service,Gilmore Gulch,605,2015-07-05T00:00:00.000Z,2015-08-01T00:00:00.000Z,7487.72699125,2015,Undetermined,326164083.078658,139694.901618433
551,WANCP,North Cascades NP,Goode,031,2015-07-29T00:00:00.000Z,2015-08-03T00:00:00.000Z,479.30036122,2015,Undetermined,20878240.221691,19706.9242240624
552,WAWFS,WA Fire Service,Hwy 8,050595,2015-08-04T00:00:00.000Z,2015-08-08T00:00:00.000Z,33104.59216253,2015,Undetermined,1442030266.46137,473397.963982754
553,WASES,WA DNR - SE Region,Dry Creek,194,2017-07-07T00:00:00.000Z,2017-07-14T00:00:00.000Z,336.743809,2017,Unknown,14668501.6457085,26318.7441125438
554,WANES,WA DNR - NE Region,Canyon Creek,221,2017-07-15T00:00:00.000Z,2017-07-16T00:00:00.000Z,3821.67494443,2017,Human,166471494.691527,61057.0639052446
555,WACOA,Colville Agency,Redford Canyon,053,2017-07-15T00:00:00.000Z,2017-07-20T00:00:00.000Z,831.37472668,2017,Lightning,36214538.2357305,32215.6315450632
556,WAWFS,WA Fire Service,Snake River,0014117,2017-07-15T00:00:00.000Z,2017-07-17T00:00:00.000Z,3115.00440087,2017,Lightning,135689048.94388,57032.0017585668
557,WASES,WA DNR - SE Region,400,250,2017-07-20T00:00:00.000Z,2017-07-23T00:00:00.000Z,26087.35997476,2017,Unknown,1136360855.04332,205772.714785312
558,WANES,WA DNR - NE Region,Bissell,001521,2017-07-23T00:00:00.000Z,2017-07-25T00:00:00.000Z,414.88922802,2017,Unknown,18072502.482505,19339.2350834506
559,WAWFS,WA Fire Service,Glade 3,306,2017-07-30T00:00:00.000Z,2017-08-01T00:00:00.000Z,10951.25724417,2017,Unknown,477034857.410738,115926.296037957
560,WANWS,WA DNR - NW Region,Suiattle,088,2017-07-30T00:00:00.000Z,2017-08-06T00:00:00.000Z,216.36617448,2017,Human,9424872.860967,16777.9822387885
561,WAWFS,WA Fire Service,Hayes Road,331,2017-08-04T00:00:00.000Z,2017-08-06T00:00:00.000Z,2497.47042341,2017,Unknown,108789376.485019,55442.1999224765
562,WAMCR,Mid Columbia NWR,East Saddle,384,2017-08-12T00:00:00.000Z,2017-08-14T00:00:00.000Z,17466.1790746,2017,Undetermined,760823717.185513,205935.112021765
563,WACOF,Colville NF,Noisy Creek,001416,2017-07-15T00:00:00.000Z,2017-08-18T00:00:00.000Z,4305.36892351,2017,Lightning,187541120.141452,109351.654065003
564,WAOWF,Okan-Wen NF,367,367,2017-08-11T00:00:00.000Z,2017-08-28T00:00:00.000Z,62.10397897,2017,Lightning,2705238.502766,7721.51328562387
565,WAMSF,Mt. Baker-Snoq NF,Quarry,233,2017-08-11T00:00:00.000Z,2017-08-28T00:00:00.000Z,142.43882377,2017,Lightning,6204610.3447735,13464.2470492129
566,WACOA,Colville Agency,Bridge Creek,088,2017-08-09T00:00:00.000Z,2017-09-03T00:00:00.000Z,3713.47655996,2017,Lightning,161758391.916431,115002.38260363
567,WAOWF,Okan-Wen NF,Jolly Mountain,361,2017-08-11T00:00:00.000Z,2017-09-16T00:00:00.000Z,36817.42084014,2017,Lightning,1603760436.73532,816824.648693045
568,WAOWF,Okan-Wen NF,American,351,2017-08-10T00:00:00.000Z,2017-09-16T00:00:00.000Z,3854.96095902,2017,Lightning,167921427.687002,120779.213508632
569,WAGPF,Gifford Pinchot NF,East Crater,503,2017-09-03T00:00:00.000Z,2017-09-15T00:00:00.000Z,483.16909533,2017,Human,21046761.6051095,30976.2618079636
570,WAWFS,WA Fire Service,Monument Hill,409,2017-08-16T00:00:00.000Z,2017-08-20T00:00:00.000Z,6255.19395695,2017,Unknown,272475158.860885,95278.8494746212
571,WASPD,Spokane BLM,Silver Dollar,166,2017-07-02T00:00:00.000Z,2017-07-05T00:00:00.000Z,31740.37813551,2017,Unknown,1382605341.14469,298236.842121696
572,WAPCS,WA DNR - PC Region,Archer Mountain,196,2017-09-05T00:00:00.000Z,2017-09-27T00:00:00.000Z,260.15141424,2017,Unknown,11332150.275373,16756.5890372555
573,WAOWF,Okan-Wen NF,Chumyon,526,2017-09-29T00:00:00.000Z,2017-09-30T00:00:00.000Z,506.05843442,2017,Human,22043817.2277825,24730.0029018489
574,WAWFS,WA Fire Service,Whitehall,525,2017-09-30T00:00:00.000Z,2017-10-04T00:00:00.000Z,3460.75621287,2017,Unknown,150749937.631289,59328.8091232791
575,WAOWF,Okan-Wen NF,Jack Creek,373,2017-08-11T00:00:00.000Z,2017-09-26T00:00:00.000Z,4441.35314656,2017,Lightning,193464569.203593,192907.668654542
576,WACOF,Colville NF,Copper Butte,Unknown,1994-07-23T00:00:00.000Z,1994-07-23T00:00:00.000Z,10574.58736917,1994,Unknown,460627183.286904,153599.167924249
577,WACOF,Colville NF,Unknown,Unknown,1994-07-22T00:00:00.000Z,1994-07-22T00:00:00.000Z,101.32191236,1994,Unknown,4413564.8480005,8478.09363846834
578,WACOF,Colville NF,Unknown,Unknown,1986-08-21T00:00:00.000Z,1986-08-21T00:00:00.000Z,736.19847419,1986,Unknown,32068677.260662,30880.3397785247
579,WACOF,Colville NF,West Hubbard,1905,2018-08-11T00:00:00.000Z,2018-08-13T00:00:00.000Z,8.88395628,2018,Lightning,386983.5905625,4324.01798702786
580,WASPD,Spokane BLM,Grass Valley,517,2018-08-11T00:00:00.000Z,2018-08-12T00:00:00.000Z,76868.10702645,2018,Unknown,3348361348.58656,384225.21207681
581,WACOF,Colville NF,Kelly Mountain,1894,2018-08-11T00:00:00.000Z,2018-08-13T00:00:00.000Z,38.01206353,2018,Unknown,1655798.8639735,8459.06735653664
582,WAWFS,WA Fire Service,Boffer,915,2018-08-11T00:00:00.000Z,2018-08-14T00:00:00.000Z,4998.00485379,2018,Unknown,217712220.579623,85790.5853812234
583,WACOF,Colville NF,Sherman,Unknown,1988-08-24T00:00:00.000Z,1988-08-24T00:00:00.000Z,2222.9646324,1988,Unknown,96831952.0584895,62599.9477042549
584,WANES,WA DNR - NE Region,Rock Cut,Unknown,1995-05-27T00:00:00.000Z,1995-05-27T00:00:00.000Z,20.8211709,1995,Unknown,906966.5765865,5417.75504865831
585,WACOF,Colville NF,Day Creek,Unknown,2006-10-05T00:00:00.000Z,2006-10-05T00:00:00.000Z,131.14790048,2006,Unknown,5712779.6936175,12839.7356842894
586,WACOF,Colville NF,Mankato,Unknown,1994-08-12T00:00:00.000Z,1994-08-12T00:00:00.000Z,964.80299703,1994,Unknown,42026650.4436615,44668.5885973101
587,WACOF,Colville NF,Unknown,Unknown,1994-07-23T00:00:00.000Z,1994-07-23T00:00:00.000Z,81.19554641,1994,Unknown,3536863.8542825,9168.03723771469
588,WACOF,Colville NF,Unknown,Unknown,1986-07-23T00:00:00.000Z,1986-07-23T00:00:00.000Z,96.66305531,1986,Unknown,4210625.8469315,9440.77180692564
589,WACOF,Colville NF,White Mountain,Unknown,1988-08-24T00:00:00.000Z,1988-08-24T00:00:00.000Z,22239.91614935,1988,Unknown,968766872.386528,197034.362268667
590,WACOF,Colville NF,Olsen Peak,Unknown,1994-07-23T00:00:00.000Z,1994-07-23T00:00:00.000Z,185.90186911,1994,Unknown,8097853.027001,14492.1723969495
591,WACOF,Colville NF,Incident 94 South,Unknown,1994-07-23T00:00:00.000Z,1994-07-23T00:00:00.000Z,115.8020307,1994,Unknown,5044316.2800165,10838.0874268703
592,WACOF,Colville NF,Incident 47,Unknown,1994-07-23T00:00:00.000Z,1994-07-23T00:00:00.000Z,116.85487271,1994,Unknown,5090177.894453,9678.77689300193
593,WAOWF,Okan-Wen NF,Manastash Ridge,619,2013-08-20T00:00:00.000Z,2013-09-02T00:00:00.000Z,2351.83258868,2013,Lightning,102445417.780182,50168.8179397729
594,WASPD,Spokane BLM,Juniper Ranch,543,2017-05-14T00:00:00.000Z,2017-05-15T00:00:00.000Z,99.90709868,2017,Human,4351935.810718,19481.0733694124
595,WASES,WA DNR - SE Region,Spartan,120,2017-06-26T00:00:00.000Z,2017-06-29T00:00:00.000Z,8728.97766046,2017,Lightning,380232745.954072,109642.854893614
596,WASPD,Spokane BLM,Straight Hollow,126,2017-06-26T00:00:00.000Z,2017-06-30T00:00:00.000Z,8436.24406786,2017,Lightning,367481321.66625,97087.8433641806
597,WASPD,Spokane BLM,Sutherland Canyon,121,2017-06-26T00:00:00.000Z,2017-07-02T00:00:00.000Z,29257.91470054,2017,Lightning,1274469666.46172,370709.852095827
598,WASPD,Spokane BLM,Rattlesnake Hills,180,2017-07-05T00:00:00.000Z,2017-07-07T00:00:00.000Z,3390.16271551,2017,Unknown,147674897.186121,66186.2947158738
599,WASES,WA DNR - SE Region,Mitchell,179,2015-07-05T00:00:00.000Z,2015-07-09T00:00:00.000Z,598.98587327,2017,Unknown,26091720.2725785,21979.3768466826
600,WAMCR,Mid Columbia NWR,Goose Lake,202,2017-07-09T00:00:00.000Z,2017-07-09T00:00:00.000Z,707.62892662,2017,Human,30824192.7463505,24998.8329841246
601,WAWFS,WA Fire Service,Les Blair,136,2018-06-04T00:00:00.000Z,2018-06-06T00:00:00.000Z,905.72865494,2018,Unknown,39453382.3953585,36124.4291043509
602,WASPD,Spokane BLM,Soap Lake,1282,2018-06-11T00:00:00.000Z,2018-06-14T00:00:00.000Z,2639.6936417,2018,Unknown,114984595.09284,79677.3673625603
603,WASES,WA DNR - SE Region,Milepost Twenty Two,178,2018-06-20T00:00:00.000Z,2018-06-24T00:00:00.000Z,7596.7878315,2018,Human,330914754.277109,76160.6841835085
604,WAWFS,WA Fire Service,Montecito,227,2018-06-28T00:00:00.000Z,2018-06-29T00:00:00.000Z,1876.93776094,2018,Unknown,81759081.8292765,101232.591900431
605,WAWFS,WA Fire Service,Easterday,193,2018-06-22T00:00:00.000Z,2018-06-23T00:00:00.000Z,1299.4116094,2018,Unknown,56602143.2961715,70434.0946929034
606,WAMSF,Mt. Baker-Snoq NF,Park Creek,59,2018-06-20T00:00:00.000Z,2018-06-22T00:00:00.000Z,40.52189672,2018,Lightning,1765126.760771,8579.783309865
607,WAWFS,WA Fire Service,Nisqually John,1479,2018-07-04T00:00:00.000Z,2018-07-05T00:00:00.000Z,1388.48398111,2018,Unknown,60482120.2877985,44701.7838481331
608,WASPD,Spokane BLM,Baird Springs,259,2018-07-03T00:00:00.000Z,2018-07-03T00:00:00.000Z,1104.53632854,2018,Unknown,48113410.016879,32909.110994881
609,WASES,WA DNR - SE Region,Quincy Lake,247,2018-07-01T00:00:00.000Z,2018-07-02T00:00:00.000Z,2325.03508751,2018,Human,101278123.298336,92802.4827798794
610,WASES,WA DNR - SE Region,Little Camas,268,2018-07-05T00:00:00.000Z,2018-07-10T00:00:00.000Z,316.89443984,2018,Unknown,13803866.5839155,25528.0122806384
611,WASPD,Spokane BLM,Scorpion Coulee,280,2018-07-06T00:00:00.000Z,2018-07-08T00:00:00.000Z,142.6655945,2018,Unknown,6214488.438511,17870.7363121702
612,WASPD,Spokane BLM,Washington Flats,307,2018-07-11T00:00:00.000Z,2018-07-12T00:00:00.000Z,385.08563254,2018,Human,16774263.0563635,21477.7761229447
613,WASES,WA DNR - SE Region,Rocky Reach,322,2018-07-13T00:00:00.000Z,2018-07-14T00:00:00.000Z,1290.18119495,2018,Unknown,56200068.0511515,31921.2431958302
614,WACOA,Colville Agency,Rattlesnake,180090,2018-07-13T00:00:00.000Z,2018-07-15T00:00:00.000Z,3083.96335572,2018,Unknown,134336906.426057,50445.200890183
